Book_name,Book_link,Book_stock_availability,Book_price,Book_UPC,Book_Tax,Book_number_of_reviews,Category,Category_link,Book_description
The Stranger,http://books.toscrape.com/catalogue/the-stranger_861/index.html,In stock,£17.44,f5a92cff83897d48,£0.00,0,Philosophy,http://books.toscrape.com/category/books/philosophy_7/index.html,This is an alternate cover edition for ISBN 0679720200.Through the story of an ordinary man unwitti
The Shadow Hero (The Shadow Hero),http://books.toscrape.com/catalogue/the-shadow-hero-the-shadow-hero_860/index.html,In stock,£33.14,d6361d16212664ed,£0.00,0,Sequential Art,http://books.toscrape.com/category/books/sequential-art_5/index.html,A VIBRANT HOMAGE TO A CLASSIC COMIC FROM TWO MASTERS OF THE MODERN GRAPHIC NOVEL. The Shadow Hero i
The Secret (The Secret #1),http://books.toscrape.com/catalogue/the-secret-the-secret-1_859/index.html,In stock,£27.37,961f18db4f138211,£0.00,0,Default,http://books.toscrape.com/category/books/default_15/index.html,"Fragments of a Great Secret have been found in the oral traditions, in literature, in religions and"
The Regional Office Is Under Attack!,http://books.toscrape.com/catalogue/the-regional-office-is-under-attack_858/index.html,In stock,£51.36,0651062381f0636a,£0.00,0,Fiction,http://books.toscrape.com/category/books/fiction_10/index.html,"In a world beset by amassing forces of darkness, one organization—the Regional Office—and its coter"
The Psychopath Test: A Journey Through the Madness Industry,http://books.toscrape.com/catalogue/the-psychopath-test-a-journey-through-the-madness-industry_857/index.html,In stock,£36.00,e98a4efa85070c2f,£0.00,0,Default,http://books.toscrape.com/category/books/default_15/index.html,They say one out of every hundred people is a psychopath. You probably passed one on the street tod
The Project,http://books.toscrape.com/catalogue/the-project_856/index.html,In stock,£10.65,790ef197c8f236f5,£0.00,0,Science Fiction,http://books.toscrape.com/category/books/science-fiction_16/index.html,"Welcome to Adrianna, a new country isolated for years and shrouded in mystery. It’s home to the Lea"
The Power of Now: A Guide to Spiritual Enlightenment,http://books.toscrape.com/catalogue/the-power-of-now-a-guide-to-spiritual-enlightenment_855/index.html,In stock,£43.54,8ec14b1576cb7cb5,£0.00,0,Nonfiction,http://books.toscrape.com/category/books/nonfiction_13/index.html,Ekhart Tolle's message is simple: living in the now is the truest path to happiness and enlightenme
The Omnivore's Dilemma: A Natural History of Four Meals,http://books.toscrape.com/catalogue/the-omnivores-dilemma-a-natural-history-of-four-meals_854/index.html,In stock,£38.21,209adad1015af86f,£0.00,0,Nonfiction,http://books.toscrape.com/category/books/nonfiction_13/index.html,"What should we have for dinner?"" To one degree or another this simple question assails any creature"
The Nerdy Nummies Cookbook: Sweet Treats for the Geek in All of Us,http://books.toscrape.com/catalogue/the-nerdy-nummies-cookbook-sweet-treats-for-the-geek-in-all-of-us_853/index.html,In stock,£37.34,e4c7f3487d17fd42,£0.00,0,Food and Drink,http://books.toscrape.com/category/books/food-and-drink_33/index.html,The long-awaited first cookbook from the creator and host of the Internet’s most popular baking sho
The Murder of Roger Ackroyd (Hercule Poirot #4),http://books.toscrape.com/catalogue/the-murder-of-roger-ackroyd-hercule-poirot-4_852/index.html,In stock,£44.10,c7b5183f4d1d4efe,£0.00,0,Mystery,http://books.toscrape.com/category/books/mystery_3/index.html,"In the village of King's Abbot, a widow's sudden suicide sparks rumors that she murdered her first "
The Mistake (Off-Campus #2),http://books.toscrape.com/catalogue/the-mistake-off-campus-2_851/index.html,In stock,£43.29,99ff4cc6491e8f5c,£0.00,0,New Adult,http://books.toscrape.com/category/books/new-adult_20/index.html,He’s a player in more ways than one…College junior John Logan can get any girl he wants. For this h
The Matchmaker's Playbook (Wingmen Inc. #1),http://books.toscrape.com/catalogue/the-matchmakers-playbook-wingmen-inc-1_850/index.html,In stock,£55.85,08db62f24627e71f,£0.00,0,New Adult,http://books.toscrape.com/category/books/new-adult_20/index.html,"Wingman rule number one: don’t fall for a client.After a career-ending accident, former NFL recruit"
The Love and Lemons Cookbook: An Apple-to-Zucchini Celebration of Impromptu Cooking,http://books.toscrape.com/catalogue/the-love-and-lemons-cookbook-an-apple-to-zucchini-celebration-of-impromptu-cooking_849/index.html,In stock,£37.60,e28e330cbdf01126,£0.00,0,Food and Drink,http://books.toscrape.com/category/books/food-and-drink_33/index.html,Sometimes all you need is a little spark of inspiration to change up your regular cooking routine. 
The Long Shadow of Small Ghosts: Murder and Memory in an American City,http://books.toscrape.com/catalogue/the-long-shadow-of-small-ghosts-murder-and-memory-in-an-american-city_848/index.html,In stock,£10.97,abeafe151a587d3b,£0.00,0,Crime,http://books.toscrape.com/category/books/crime_51/index.html,"In Cold Blood meets Adrian Nicole LeBlanc’s Random Family: A harrowing, profoundly personal investi"
The Kite Runner,http://books.toscrape.com/catalogue/the-kite-runner_847/index.html,In stock,£41.82,eac1a180047ad54e,£0.00,0,Default,http://books.toscrape.com/category/books/default_15/index.html,"Khaled Hosseini's #1 New York Times Bestselling Debut “It may be unfair, but what happens in a few "
The House by the Lake,http://books.toscrape.com/catalogue/the-house-by-the-lake_846/index.html,In stock,£36.95,9287e238d7c3b06e,£0.00,0,Historical Fiction,http://books.toscrape.com/category/books/historical-fiction_4/index.html,Anna is content with her well-ordered life in San Francisco. But her world is turned upside down wh
The Glittering Court (The Glittering Court #1),http://books.toscrape.com/catalogue/the-glittering-court-the-glittering-court-1_845/index.html,In stock,£44.28,2dbb7ec08cdd7f3c,£0.00,0,Fantasy,http://books.toscrape.com/category/books/fantasy_19/index.html,"Big and sweeping, spanning from the refined palaces of Osfrid to the gold dust and untamed forests "
The Girl on the Train,http://books.toscrape.com/catalogue/the-girl-on-the-train_844/index.html,In stock,£55.02,e956d67c9bcc5809,£0.00,0,Default,http://books.toscrape.com/category/books/default_15/index.html,The debut psychological thriller that will forever change the way you look at other people's lives.
The Genius of Birds,http://books.toscrape.com/catalogue/the-genius-of-birds_843/index.html,In stock,£17.24,42d0d7c92b75fc1c,£0.00,0,Nonfiction,http://books.toscrape.com/category/books/nonfiction_13/index.html,"Birds are astonishingly intelligent creatures. In fact, according to revolutionary new research, so"
The Emerald Mystery,http://books.toscrape.com/catalogue/the-emerald-mystery_842/index.html,In stock,£23.15,d6670dfe3e7b42bd,£0.00,0,Default,http://books.toscrape.com/category/books/default_15/index.html,Three young adults are invited to spend a weekend at the exotic Timber Island. Maria is a professio
The Cookies & Cups Cookbook: 125+ sweet & savory recipes reminding you to Always Eat Dessert First,http://books.toscrape.com/catalogue/the-cookies-cups-cookbook-125-sweet-savory-recipes-reminding-you-to-always-eat-dessert-first_841/index.html,In stock,£41.25,96a38e7c813d8f1d,£0.00,0,Food and Drink,http://books.toscrape.com/category/books/food-and-drink_33/index.html,Wildly popular Cookies & Cups blogger Shelly Jaronsky’s eagerly anticipated cookbook features all-n
The Bridge to Consciousness: I'm Writing the Bridge Between Science and Our Old and New Beliefs.,http://books.toscrape.com/catalogue/the-bridge-to-consciousness-im-writing-the-bridge-between-science-and-our-old-and-new-beliefs_840/index.html,In stock,£32.00,efc3768127714ec3,£0.00,0,Default,http://books.toscrape.com/category/books/default_15/index.html,"





"
The Artist's Way: A Spiritual Path to Higher Creativity,http://books.toscrape.com/catalogue/the-artists-way-a-spiritual-path-to-higher-creativity_839/index.html,In stock,£38.49,dd047728de72ad62,£0.00,0,Nonfiction,http://books.toscrape.com/category/books/nonfiction_13/index.html,"""Without The Artist's Way, there would have been no Eat, Pray, Love.” —Elizabeth GilbertThe Artist’"
The Art of War,http://books.toscrape.com/catalogue/the-art-of-war_838/index.html,In stock,£33.34,e7469e22b5bfb3e7,£0.00,0,Default,http://books.toscrape.com/category/books/default_15/index.html,"Conflict is an inevitable part of life, according to this ancient Chinese classic of strategy, but "
The Argonauts,http://books.toscrape.com/catalogue/the-argonauts_837/index.html,In stock,£10.93,c99761a700ade23f,£0.00,0,Autobiography,http://books.toscrape.com/category/books/autobiography_27/index.html,"An intrepid voyage out to the frontiers of the latest thinking about love, language, and family Mag"
The 10% Entrepreneur: Live Your Startup Dream Without Quitting Your Day Job,http://books.toscrape.com/catalogue/the-10-entrepreneur-live-your-startup-dream-without-quitting-your-day-job_836/index.html,In stock,£27.55,56e4f9eab2e8e674,£0.00,0,Business,http://books.toscrape.com/category/books/business_35/index.html,Choosing between the stability of a traditional career and the upside of entrepreneurship? Why not 
Suddenly in Love (Lake Haven #1),http://books.toscrape.com/catalogue/suddenly-in-love-lake-haven-1_835/index.html,In stock,£55.99,203b7f94b7d6115f,£0.00,0,Romance,http://books.toscrape.com/category/books/romance_8/index.html,Mia Lassiter is thrilled to finally put her artistic skills to use working for her aunt’s interior 
Something More Than This,http://books.toscrape.com/catalogue/something-more-than-this_834/index.html,In stock,£16.24,ca71e72655bece85,£0.00,0,Romance,http://books.toscrape.com/category/books/romance_8/index.html,"Katy Lewis has it all: a sports reporting job she loves, a great roommate, and two brothers who, wh"
Soft Apocalypse,http://books.toscrape.com/catalogue/soft-apocalypse_833/index.html,In stock,£26.12,2a70769cdc6eb8b8,£0.00,0,Science Fiction,http://books.toscrape.com/category/books/science-fiction_16/index.html,What happens when resources become scarce and society starts to crumble? As the competition for res
So You've Been Publicly Shamed,http://books.toscrape.com/catalogue/so-youve-been-publicly-shamed_832/index.html,In stock,£12.23,1b33663ad7b95fd8,£0.00,0,Nonfiction,http://books.toscrape.com/category/books/nonfiction_13/index.html,"For the past three years, Jon Ronson has traveled the world meeting recipients of high-profile publ"
Shoe Dog: A Memoir by the Creator of NIKE,http://books.toscrape.com/catalogue/shoe-dog-a-memoir-by-the-creator-of-nike_831/index.html,In stock,£23.99,0e0dcc3339602b28,£0.00,0,Business,http://books.toscrape.com/category/books/business_35/index.html,"In this candid and riveting memoir, for the first time ever, Nike founder and CEO Phil Knight share"
"Shobu Samurai, Project Aryoku (#3)",http://books.toscrape.com/catalogue/shobu-samurai-project-aryoku-3_830/index.html,In stock,£29.06,0c27e6c3744fc14b,£0.00,0,Add a comment,http://books.toscrape.com/category/books/add-a-comment_18/index.html,"Welcome to the Ark. In a place known as the Six Civilizations all is not as it seems, the six leade"
Secrets and Lace (Fatal Hearts #1),http://books.toscrape.com/catalogue/secrets-and-lace-fatal-hearts-1_829/index.html,In stock,£20.27,ad04ad9fc179fc5d,£0.00,0,Default,http://books.toscrape.com/category/books/default_15/index.html,"**WARNING: Due to sexual situations and adult content, this dark romance thriller series is not int"
Scarlett Epstein Hates It Here,http://books.toscrape.com/catalogue/scarlett-epstein-hates-it-here_828/index.html,In stock,£43.55,1c929cfd16b71907,£0.00,0,Young Adult,http://books.toscrape.com/category/books/young-adult_21/index.html,"Meet Scarlett Epstein, BNF (Big Name Fan) in her online community of fanfiction writers, world-clas"
Romero and Juliet: A Tragic Tale of Love and Zombies,http://books.toscrape.com/catalogue/romero-and-juliet-a-tragic-tale-of-love-and-zombies_827/index.html,In stock,£36.94,e656e280bc8edd56,£0.00,0,Default,http://books.toscrape.com/category/books/default_15/index.html,You all know the tale. Star-crossed lovers meet; all they want is what they cannot have. Each other
Redeeming Love,http://books.toscrape.com/catalogue/redeeming-love_826/index.html,In stock,£20.47,b53db2271c9624f7,£0.00,0,Christian Fiction,http://books.toscrape.com/category/books/christian-fiction_34/index.html,"California's gold country, 1850. A time when men sold their souls for a bag of gold and women sold "
Poses for Artists Volume 1 - Dynamic and Sitting Poses: An Essential Reference for Figure Drawing and the Human Form,http://books.toscrape.com/catalogue/poses-for-artists-volume-1-dynamic-and-sitting-poses-an-essential-reference-for-figure-drawing-and-the-human-form_825/index.html,In stock,£41.06,d9c643fa1fc57bdb,£0.00,0,Default,http://books.toscrape.com/category/books/default_15/index.html,"This book was created by an artist who understands that sometimes, you just need a creative nudge t"
Poems That Make Grown Women Cry,http://books.toscrape.com/catalogue/poems-that-make-grown-women-cry_824/index.html,In stock,£14.19,31001a1210623bd4,£0.00,0,Poetry,http://books.toscrape.com/category/books/poetry_23/index.html,"Following the success of their anthology Poems That Make Grown Men Cry, father-and-son team Anthony"
"Nightingale, Sing",http://books.toscrape.com/catalogue/nightingale-sing_823/index.html,In stock,£38.28,50b8f80311b31ede,£0.00,0,Young Adult,http://books.toscrape.com/category/books/young-adult_21/index.html,A teenage vigilante and a ruthless gangster compete to solve a trail of riddles and find a mythical
Night Sky with Exit Wounds,http://books.toscrape.com/catalogue/night-sky-with-exit-wounds_822/index.html,In stock,£41.05,cfeb1e1e0e695b58,£0.00,0,Poetry,http://books.toscrape.com/category/books/poetry_23/index.html,“Reading Vuong is like watching a fish move: he manages the varied currents of English with muscled
Mrs. Houdini,http://books.toscrape.com/catalogue/mrs-houdini_821/index.html,In stock,£30.25,a40723994f715420,£0.00,0,Historical Fiction,http://books.toscrape.com/category/books/historical-fiction_4/index.html,"A captivating debut novel, meticulously researched and beautifully imagined, about the passionate m"
Modern Romance,http://books.toscrape.com/catalogue/modern-romance_820/index.html,In stock,£28.26,caf4fe9311f1dc59,£0.00,0,Add a comment,http://books.toscrape.com/category/books/add-a-comment_18/index.html,"Now a New York Times BestsellerA hilarious, thoughtful, and in-depth exploration of thepleasures an"
Miss Peregrineâs Home for Peculiar Children (Miss Peregrineâs Peculiar Children #1),http://books.toscrape.com/catalogue/miss-peregrines-home-for-peculiar-children-miss-peregrines-peculiar-children-1_819/index.html,In stock,£10.76,af96613fdd793a3c,£0.00,0,Default,http://books.toscrape.com/category/books/default_15/index.html,A mysterious island. An abandoned orphanage. A strange collection of curious photographs.A horrific
Louisa: The Extraordinary Life of Mrs. Adams,http://books.toscrape.com/catalogue/louisa-the-extraordinary-life-of-mrs-adams_818/index.html,In stock,£16.85,d69dd8dac66f9f84,£0.00,0,Biography,http://books.toscrape.com/category/books/biography_36/index.html,"An intimate portrait of Louisa Catherine Adams, the wife of John Quincy Adams, who witnessed firsth"
Little Red,http://books.toscrape.com/catalogue/little-red_817/index.html,In stock,£13.47,4aa03792b50f0b22,£0.00,0,Childrens,http://books.toscrape.com/category/books/childrens_11/index.html,"On her way to Grandmas house, Little Red Riding Hood meets a wolf. Now, that might scare some littl"
Library of Souls (Miss Peregrineâs Peculiar Children #3),http://books.toscrape.com/catalogue/library-of-souls-miss-peregrines-peculiar-children-3_816/index.html,In stock,£48.56,ba54932df84e8cea,£0.00,0,Young Adult,http://books.toscrape.com/category/books/young-adult_21/index.html,A boy with extraordinary powers. An army of deadly monsters. An epic battle for the future of pecul
Large Print Heart of the Pride,http://books.toscrape.com/catalogue/large-print-heart-of-the-pride_815/index.html,In stock,£19.15,c1afd71fc86bf682,£0.00,0,Default,http://books.toscrape.com/category/books/default_15/index.html,"Paranormal Romance Erotic Werelion Thrill Ride. Book 1 of the Fur, Lust & Magic series.Alexis is fi"
I Had a Nice Time And Other Lies...: How to find love & sh*t like that,http://books.toscrape.com/catalogue/i-had-a-nice-time-and-other-lies-how-to-find-love-sht-like-that_814/index.html,In stock,£57.36,fd8585283fc7d2d7,£0.00,0,Womens Fiction,http://books.toscrape.com/category/books/womens-fiction_9/index.html,The New York Times bestselling authors of Nice Is Just a Place in France and creators of the online
Hollow City (Miss Peregrineâs Peculiar Children #2),http://books.toscrape.com/catalogue/hollow-city-miss-peregrines-peculiar-children-2_813/index.html,In stock,£42.98,4ce91d31c1e57c33,£0.00,0,Fantasy,http://books.toscrape.com/category/books/fantasy_19/index.html,Miss Peregrine’s Home for Peculiar Childrenwas the surprise best seller of 2011—an unprecedented mi
Grumbles,http://books.toscrape.com/catalogue/grumbles_812/index.html,In stock,£22.16,d163dd6c352fbcd2,£0.00,0,Default,http://books.toscrape.com/category/books/default_15/index.html,Grumbles is a little Nid that goes on her first day to school and has to answer the question of wha
Full Moon over Noahâs Ark: An Odyssey to Mount Ararat and Beyond,http://books.toscrape.com/catalogue/full-moon-over-noahs-ark-an-odyssey-to-mount-ararat-and-beyond_811/index.html,In stock,£49.43,ce60436f52c5ee68,£0.00,0,Travel,http://books.toscrape.com/category/books/travel_2/index.html,"Acclaimed travel writer Rick Antonson sets his adventurous compass on Mount Ararat, exploring the r"
Frostbite (Vampire Academy #2),http://books.toscrape.com/catalogue/frostbite-vampire-academy-2_810/index.html,In stock,£29.99,116a2fdc9a45bab0,£0.00,0,Young Adult,http://books.toscrape.com/category/books/young-adult_21/index.html,"WHEN LOVE AND JEALOUSY COLLIDE ON THE SLOPES, WINTER BREAK TURNS DEADLY...Lissa Dragomir is a Moroi"
Follow You Home,http://books.toscrape.com/catalogue/follow-you-home_809/index.html,In stock,£21.36,8585760646e3aa2a,£0.00,0,Horror,http://books.toscrape.com/category/books/horror_31/index.html,"It was supposed to be the trip of a lifetime, a final adventure before settling down.After a perfec"
First Steps for New Christians (Print Edition),http://books.toscrape.com/catalogue/first-steps-for-new-christians-print-edition_808/index.html,In stock,£29.00,2f88b08bf0a0e367,£0.00,0,Default,http://books.toscrape.com/category/books/default_15/index.html,"Our enemy, the devil, prowls around like a lion. (1 Peter 5:8) All he wants to do is steal, kill an"
Finders Keepers (Bill Hodges Trilogy #2),http://books.toscrape.com/catalogue/finders-keepers-bill-hodges-trilogy-2_807/index.html,In stock,£53.53,edb3097e71330040,£0.00,0,Fiction,http://books.toscrape.com/category/books/fiction_10/index.html,"A masterful, intensely suspenseful novel about a reader whose obsession with a reclusive writer goe"
"Fables, Vol. 1: Legends in Exile (Fables #1)",http://books.toscrape.com/catalogue/fables-vol-1-legends-in-exile-fables-1_806/index.html,In stock,£41.62,65d034adf80834b7,£0.00,0,Sequential Art,http://books.toscrape.com/category/books/sequential-art_5/index.html,When a savage creature known only as the Adversary conquered the fabled lands of legends and fairy 
Eureka Trivia 6.0,http://books.toscrape.com/catalogue/eureka-trivia-60_805/index.html,In stock,£54.59,29c0025455f8c585,£0.00,0,Default,http://books.toscrape.com/category/books/default_15/index.html,"Eureka Trivia 6.0 is a great trivia book for all Eureka fans. With over 300 questions, this trivia "
Drive: The Surprising Truth About What Motivates Us,http://books.toscrape.com/catalogue/drive-the-surprising-truth-about-what-motivates-us_804/index.html,In stock,£34.95,6ffb36aaeff1c81e,£0.00,0,Default,http://books.toscrape.com/category/books/default_15/index.html,"Forget everything you thought you knew about how to motivate people—at work, at school, at home. It"
Done Rubbed Out (Reightman & Bailey #1),http://books.toscrape.com/catalogue/done-rubbed-out-reightman-bailey-1_803/index.html,In stock,£37.72,f6d967cdadc6fbd9,£0.00,0,Default,http://books.toscrape.com/category/books/default_15/index.html,"In this first book of the Reightman & Bailey Series, deceit, corruption and murder tangle together "
Doing It Over (Most Likely To #1),http://books.toscrape.com/catalogue/doing-it-over-most-likely-to-1_802/index.html,In stock,£35.61,3a11bb962ff45b78,£0.00,0,Romance,http://books.toscrape.com/category/books/romance_8/index.html,"Voted Most Likely to Succeed, Melanie Bartlett ended up anything but. The down-on-her-luck single m"
"Deliciously Ella Every Day: Quick and Easy Recipes for Gluten-Free Snacks, Packed Lunches, and Simple Meals",http://books.toscrape.com/catalogue/deliciously-ella-every-day-quick-and-easy-recipes-for-gluten-free-snacks-packed-lunches-and-simple-meals_801/index.html,In stock,£42.16,46c1530d7546ea6d,£0.00,0,Food and Drink,http://books.toscrape.com/category/books/food-and-drink_33/index.html,"Delicious plant-based, gluten-free recipes and lifestyle tips for packed lunches, snacks, and simpl"
Dark Notes,http://books.toscrape.com/catalogue/dark-notes_800/index.html,In stock,£19.19,88c21fcd38e2486e,£0.00,0,Erotica,http://books.toscrape.com/category/books/erotica_50/index.html,They call me a slut. Maybe I am.Sometimes I do things I despise.Sometimes men take without asking.B
"Daring Greatly: How the Courage to Be Vulnerable Transforms the Way We Live, Love, Parent, and Lead",http://books.toscrape.com/catalogue/daring-greatly-how-the-courage-to-be-vulnerable-transforms-the-way-we-live-love-parent-and-lead_799/index.html,In stock,£19.43,3b9a3b4624b7fd6d,£0.00,0,Nonfiction,http://books.toscrape.com/category/books/nonfiction_13/index.html,Researcher and thought leader Dr. Brené Brown offers a powerful new vision that encourages us to da
Close to You,http://books.toscrape.com/catalogue/close-to-you_798/index.html,In stock,£49.46,a57b1dcbd6849222,£0.00,0,Christian Fiction,http://books.toscrape.com/category/books/christian-fiction_34/index.html,A disgraced scholar running from her past and an entrepreneur chasing his future find themselves th
Chasing Heaven: What Dying Taught Me About Living,http://books.toscrape.com/catalogue/chasing-heaven-what-dying-taught-me-about-living_797/index.html,In stock,£37.80,513271dadc1322ae,£0.00,0,Spirituality,http://books.toscrape.com/category/books/spirituality_39/index.html,"From the author of the New York Times bestseller, Waking Up in Heaven, comes an extraordinary story"
Big Magic: Creative Living Beyond Fear,http://books.toscrape.com/catalogue/big-magic-creative-living-beyond-fear_796/index.html,In stock,£30.80,1f329c2e7d7de8bd,£0.00,0,Nonfiction,http://books.toscrape.com/category/books/nonfiction_13/index.html,Readers of all ages and walks of life have drawn inspiration and empowerment from Elizabeth Gilbert
Becoming Wise: An Inquiry into the Mystery and Art of Living,http://books.toscrape.com/catalogue/becoming-wise-an-inquiry-into-the-mystery-and-art-of-living_795/index.html,In stock,£27.43,919e7cb2269a25d2,£0.00,0,Nonfiction,http://books.toscrape.com/category/books/nonfiction_13/index.html,"“I’m a person who listens for a living. I listen for wisdom, and beauty, and for voices not shoutin"
Beauty Restored (Riley Family Legacy Novellas #3),http://books.toscrape.com/catalogue/beauty-restored-riley-family-legacy-novellas-3_794/index.html,In stock,£11.11,3f69e667a67e54d9,£0.00,0,Default,http://books.toscrape.com/category/books/default_15/index.html,"While volunteering at a youth camp in the Ozark Mountains, Carmen Riley sponsors a challenging grou"
Batman: The Long Halloween (Batman),http://books.toscrape.com/catalogue/batman-the-long-halloween-batman_793/index.html,In stock,£36.50,7edc0527cf782e19,£0.00,0,Sequential Art,http://books.toscrape.com/category/books/sequential-art_5/index.html,"Taking place during Batman's early days of crime fighting, this new edition of the classic mystery "
Batman: The Dark Knight Returns (Batman),http://books.toscrape.com/catalogue/batman-the-dark-knight-returns-batman_792/index.html,In stock,£15.38,47271d8e08b5d31c,£0.00,0,Sequential Art,http://books.toscrape.com/category/books/sequential-art_5/index.html,This masterpiece of modern comics storytelling brings to vivid life a dark world and an even darker
Ayumi's Violin,http://books.toscrape.com/catalogue/ayumis-violin_791/index.html,In stock,£15.48,05f7c6d9a4e582d3,£0.00,0,Default,http://books.toscrape.com/category/books/default_15/index.html,"In 1959 when her mother dies, twelve-year-old Ayumi leaves her home in Japan to find her American f"
Anonymous,http://books.toscrape.com/catalogue/anonymous_790/index.html,In stock,£46.82,d24b829be2ca81c4,£0.00,0,Default,http://books.toscrape.com/category/books/default_15/index.html,"Logan Matthews is a father, architect, and widower. He lives in Brooklyn, New York with his three y"
Amy Meets the Saints and Sages,http://books.toscrape.com/catalogue/amy-meets-the-saints-and-sages_789/index.html,In stock,£18.46,7ebfa6c1bee69e1e,£0.00,0,Default,http://books.toscrape.com/category/books/default_15/index.html,All major religions have saints and sages that are pinnacles of love and integrity. Wouldn't your c
Amid the Chaos,http://books.toscrape.com/catalogue/amid-the-chaos_788/index.html,In stock,£36.58,bb8245f52c7cce8f,£0.00,0,Cultural,http://books.toscrape.com/category/books/cultural_49/index.html,"Some people call Eritrea the “North Korea of Africa.” But to two friends Chenkelo and Misghe, it is"
Amatus,http://books.toscrape.com/catalogue/amatus_787/index.html,In stock,£50.54,ffd54178acc9a6a5,£0.00,0,Default,http://books.toscrape.com/category/books/default_15/index.html,"Crispian, who has lived in a city of darkness all his life, must make a choice: remain safe in his "
Agnostic: A Spirited Manifesto,http://books.toscrape.com/catalogue/agnostic-a-spirited-manifesto_786/index.html,In stock,£12.51,d195e7f4ed697350,£0.00,0,Nonfiction,http://books.toscrape.com/category/books/nonfiction_13/index.html,"A widely admired writer on religion celebrates agnosticism as the most vibrant, engaging—and ultima"
Zealot: The Life and Times of Jesus of Nazareth,http://books.toscrape.com/catalogue/zealot-the-life-and-times-of-jesus-of-nazareth_785/index.html,In stock,£24.70,dd5bfa6cc2c0ecc3,£0.00,0,History,http://books.toscrape.com/category/books/history_32/index.html,"From the internationally bestselling author of No god but God comes a fascinating, provocative, and"
You (You #1),http://books.toscrape.com/catalogue/you-you-1_784/index.html,In stock,£43.61,024387ca4cafd5cc,£0.00,0,Thriller,http://books.toscrape.com/category/books/thriller_37/index.html,"When a beautiful, aspiring writer strides into the East Village bookstore where Joe Goldberg works,"
"Wonder Woman: Earth One, Volume One (Wonder Woman: Earth One #1)",http://books.toscrape.com/catalogue/wonder-woman-earth-one-volume-one-wonder-woman-earth-one-1_783/index.html,In stock,£37.34,047097293bb4d1c0,£0.00,0,Sequential Art,http://books.toscrape.com/category/books/sequential-art_5/index.html,"Following the New York Times #1 bestselling original graphic novels Batman: Earth One, Volume One a"
Wild Swans,http://books.toscrape.com/catalogue/wild-swans_782/index.html,In stock,£14.36,3fb15ace50d6142b,£0.00,0,Young Adult,http://books.toscrape.com/category/books/young-adult_21/index.html,"The summer before Ivy’s senior year is going to be golden; all bonfires, barbeques, and spending ti"
Why the Right Went Wrong: Conservatism--From Goldwater to the Tea Party and Beyond,http://books.toscrape.com/catalogue/why-the-right-went-wrong-conservatism-from-goldwater-to-the-tea-party-and-beyond_781/index.html,In stock,£52.65,2b5054a4192e9b06,£0.00,0,Politics,http://books.toscrape.com/category/books/politics_48/index.html,“Dionne's expertise is evident in this finely crafted and convincing work.” —The Los Angeles TimesF
Whole Lotta Creativity Going On: 60 Fun and Unusual Exercises to Awaken and Strengthen Your Creativity,http://books.toscrape.com/catalogue/whole-lotta-creativity-going-on-60-fun-and-unusual-exercises-to-awaken-and-strengthen-your-creativity_780/index.html,In stock,£38.20,44a10f1ac8ce822e,£0.00,0,Nonfiction,http://books.toscrape.com/category/books/nonfiction_13/index.html,"Be your own kind of creative. Everyone has a creative core. Everyone! But, in order for it to thriv"
What's It Like in Space?: Stories from Astronauts Who've Been There,http://books.toscrape.com/catalogue/whats-it-like-in-space-stories-from-astronauts-whove-been-there_779/index.html,In stock,£19.60,6fd646a334e6e133,£0.00,0,Nonfiction,http://books.toscrape.com/category/books/nonfiction_13/index.html,"Everyone wonders what it's really like in space, but very few of us have ever had the chance to exp"
"We Are Robin, Vol. 1: The Vigilante Business (We Are Robin #1)",http://books.toscrape.com/catalogue/we-are-robin-vol-1-the-vigilante-business-we-are-robin-1_778/index.html,In stock,£53.90,92275cedf6d8ee15,£0.00,0,Sequential Art,http://books.toscrape.com/category/books/sequential-art_5/index.html,"The teenagers of Gotham City have adopted the “R” and made it their own. A new Robin? No, hundreds "
Walt Disney's Alice in Wonderland,http://books.toscrape.com/catalogue/walt-disneys-alice-in-wonderland_777/index.html,In stock,£12.96,6a31307a81e8f3a8,£0.00,0,Childrens,http://books.toscrape.com/category/books/childrens_11/index.html,The fantastical tale of a young girl chasing her White Rabbit has delighted children since Lewis Ca
V for Vendetta (V for Vendetta Complete),http://books.toscrape.com/catalogue/v-for-vendetta-v-for-vendetta-complete_776/index.html,In stock,£37.10,4a1debca3135ff37,£0.00,0,Default,http://books.toscrape.com/category/books/default_15/index.html,"""Remember, remember the fifth of November...""A frightening and powerful tale of the loss of freedom"
Until Friday Night (The Field Party #1),http://books.toscrape.com/catalogue/until-friday-night-the-field-party-1_775/index.html,In stock,£46.31,aba2db9afb1469c7,£0.00,0,Young Adult,http://books.toscrape.com/category/books/young-adult_21/index.html,"To everyone who knows him, West Ashby has always been that guy: the cocky, popular, way-too-handsom"
"Unbroken: A World War II Story of Survival, Resilience, and Redemption",http://books.toscrape.com/catalogue/unbroken-a-world-war-ii-story-of-survival-resilience-and-redemption_774/index.html,In stock,£45.95,76c84daa539426e2,£0.00,0,Default,http://books.toscrape.com/category/books/default_15/index.html,"On a May afternoon in 1943, an Army Air Forces bomber crashed into the Pacific Ocean and disappeare"
